"C17002_001E","C17002_001M","C17002_002E","C17002_002M","C17002_003E","C17002_003M","C17002_004E","C17002_004M","C17002_005E","C17002_005M","C17002_006E","C17002_006M","C17002_007E","C17002_007M","C17002_008E","C17002_008M","GEO_ID","NAME"
"1940","454","16","23","50","74","19","24","223","191","0","12","142","205","1490","378","1500000US490111264061","Block Group 1, Census Tract 1264.06, Davis County, Utah"
"2181","329","97","93","111","109","0","12","164","110","246","199","256","301","1307","358","1500000US490111264062","Block Group 2, Census Tract 1264.06, Davis County, Utah"
"838","300","0","12","8","16","26","40","0","12","14","22","0","12","790","281","1500000US490111265001","Block Group 1, Census Tract 1265, Davis County, Utah"
"900","289","0","12","9","14","83","108","15","23","0","12","0","12","793","281","1500000US490111265002","Block Group 2, Census Tract 1265, Davis County, Utah"
"1011","289","22","37","51","48","112","177","10","15","0","12","0","12","816","245","1500000US490111265003","Block Group 3, Census Tract 1265, Davis County, Utah"
"1186","325","0","12","0","12","66","93","17","27","14","22","9","13","1080","322","1500000US490111265004","Block Group 4, Census Tract 1265, Davis County, Utah"
"1783","365","63","87","14","22","0","12","0","12","0","12","0","12","1706","352","1500000US490111265005","Block Group 5, Census Tract 1265, Davis County, Utah"
"1886","479","7","14","7","12","7","10","26","48","181","170","21","30","1637","474","1500000US490111266001","Block Group 1, Census Tract 1266, Davis County, Utah"
"1414","197","24","16","71","86","29","37","0","12","47","65","67","66","1176","214","1500000US490111266002","Block Group 2, Census Tract 1266, Davis County, Utah"
"1674","475","44","43","151","149","0","12","201","207","0","12","17","20","1261","462","1500000US490111266003","Block Group 3, Census Tract 1266, Davis County, Utah"
"1373","323","160","177","171","209","45","58","36","41","241","183","7","12","713","191","1500000US490111267001","Block Group 1, Census Tract 1267, Davis County, Utah"
"919","262","73","102","20","31","8","14","0","12","106","87","22","33","690","258","1500000US490111267002","Block Group 2, Census Tract 1267, Davis County, Utah"
"948","263","216","178","30","35","7","12","21","34","83","128","25","31","566","238","1500000US490111267003","Block Group 3, Census Tract 1267, Davis County, Utah"
"1082","514","11","17","7","11","74","115","0","12","0","12","54","94","936","514","1500000US490111267004","Block Group 4, Census Tract 1267, Davis County, Utah"
"1245","401","0","12","0","12","0","12","0","12","33","51","0","12","1212","407","1500000US490111268011","Block Group 1, Census Tract 1268.01, Davis County, Utah"
"753","183","9","14","0","12","13","20","0","12","46","47","0","12","685","186","1500000US490111268012","Block Group 2, Census Tract 1268.01, Davis County, Utah"
"1117","211","0","12","0","12","18","27","0","12","9","16","49","48","1041","219","1500000US490111268013","Block Group 3, Census Tract 1268.01, Davis County, Utah"
"1485","236","55","87","0","12","0","12","157","169","90","116","18","30","1165","251","1500000US490111268021","Block Group 1, Census Tract 1268.02, Davis County, Utah"
"891","229","4","7","21","31","0","12","0","12","0","12","0","12","866","228","1500000US490111268022","Block Group 2, Census Tract 1268.02, Davis County, Utah"
"2278","566","0","12","63","65","0","12","22","37","73","96","0","12","2120","556","1500000US490111268023","Block Group 3, Census Tract 1268.02, Davis County, Utah"
"869","292","51","84","0","12","0","12","86","111","134","162","87","125","511","250","1500000US490111269011","Block Group 1, Census Tract 1269.01, Davis County, Utah"
"867","312","0","12","36","43","0","12","95","150","24","36","106","163","606","311","1500000US490111269012","Block Group 2, Census Tract 1269.01, Davis County, Utah"
"1220","372","43","48","210","289","0","12","0","12","1","2","0","12","966","355","1500000US490111269013","Block Group 3, Census Tract 1269.01, Davis County, Utah"
"818","249","18","28","0","12","0","12","14","24","0","12","0","12","786","255","1500000US490111269014","Block Group 4, Census Tract 1269.01, Davis County, Utah"
"1021","356","7","12","25","30","0","12","40","64","311","235","0","12","638","323","1500000US490111269015","Block Group 5, Census Tract 1269.01, Davis County, Utah"
"1032","448","0","12","153","167","0","12","67","113","34","53","0","12","778","383","1500000US490111269016","Block Group 6, Census Tract 1269.01, Davis County, Utah"
"1559","557","56","76","55","80","0","12","62","91","0","12","118","168","1268","440","1500000US490111269021","Block Group 1, Census Tract 1269.02, Davis County, Utah"
"1212","471","0","12","0","12","0","12","14","21","82","122","0","12","1116","470","1500000US490111269022","Block Group 2, Census Tract 1269.02, Davis County, Utah"
"1117","434","0","12","0","12","71","117","0","12","110","111","0","12","936","447","1500000US490111269023","Block Group 3, Census Tract 1269.02, Davis County, Utah"
"2353","515","62","76","41","46","0","12","84","80","224","299","0","12","1942","452","1500000US490111269024","Block Group 4, Census Tract 1269.02, Davis County, Utah"
"972","237","29","44","60","69","129","100","0","12","44","72","15","25","695","219","1500000US490111269025","Block Group 5, Census Tract 1269.02, Davis County, Utah"
"939","465","0","12","35","38","0","12","0","12","0","12","0","12","904","472","1500000US490111270021","Block Group 1, Census Tract 1270.02, Davis County, Utah"
"3483","717","0","12","0","12","152","174","453","569","164","139","75","117","2639","804","1500000US490111270022","Block Group 2, Census Tract 1270.02, Davis County, Utah"
"2676","665","0","12","0","12","154","184","0","12","0","12","0","12","2522","631","1500000US490111270023","Block Group 3, Census Tract 1270.02, Davis County, Utah"
"1281","486","0","12","42","80","325","369","103","137","109","112","174","278","528","315","1500000US490111270024","Block Group 4, Census Tract 1270.02, Davis County, Utah"
"2897","482","39","48","438","519","0","12","0","12","279","305","0","12","2141","461","1500000US490111270031","Block Group 1, Census Tract 1270.03, Davis County, Utah"
"3436","956","50","76","0","12","21","22","25","38","651","807","0","12","2689","616","1500000US490111270032","Block Group 2, Census Tract 1270.03, Davis County, Utah"
"1495","356","23","37","88","136","30","48","0","12","65","107","15","26","1274","382","1500000US490111270033","Block Group 3, Census Tract 1270.03, Davis County, Utah"
"1436","422","0","12","0","12","0","12","77","121","123","176","95","152","1141","429","1500000US490111270051","Block Group 1, Census Tract 1270.05, Davis County, Utah"
"3070","773","22","32","0","12","0","12","0","12","0","12","85","136","2963","777","1500000US490111270052","Block Group 2, Census Tract 1270.05, Davis County, Utah"
"1894","468","39","48","218","326","0","12","74","121","75","160","0","12","1488","411","1500000US490111270061","Block Group 1, Census Tract 1270.06, Davis County, Utah"
"708","310","34","62","98","165","40","46","20","34","0","12","51","92","465","257","1500000US490111270062","Block Group 2, Census Tract 1270.06, Davis County, Utah"
"1284","395","0","12","0","12","21","32","14","23","257","267","34","47","958","414","1500000US490111270063","Block Group 3, Census Tract 1270.06, Davis County, Utah"
"769","246","17","27","0","12","54","82","16","26","73","82","0","12","609","226","1500000US490111271001","Block Group 1, Census Tract 1271, Davis County, Utah"
"2229","752","0","12","17","27","0","12","406","417","177","173","143","214","1486","410","1500000US490111271002","Block Group 2, Census Tract 1271, Davis County, Utah"
"2051","697","36","57","101","143","73","118","0","12","138","139","0","12","1703","738","1500000US490111271003","Block Group 3, Census Tract 1271, Davis County, Utah"
"1422","401","17","28","88","141","0","12","43","65","115","168","88","139","1071","361","1500000US490111271004","Block Group 4, Census Tract 1271, Davis County, Utah"
"1466","315","0","12","0","12","25","41","0","12","46","55","0","12","1395","336","1500000US490111271005","Block Group 5, Census Tract 1271, Davis County, Utah"
"107","68","0","12","0","12","0","12","0","12","0","12","0","12","107","68","1500000US490119800001","Block Group 1, Census Tract 9800, Davis County, Utah"
"527","181","92","94","18","22","9","15","67","61","69","51","36","71","236","132","1500000US490351001001","Block Group 1, Census Tract 1001, Salt Lake County, Utah"
"1667","390","89","62","35","32","53","45","123","167","250","136","96","73","1021","275","1500000US490351001002","Block Group 2, Census Tract 1001, Salt Lake County, Utah"
"1467","291","78","43","16","16","20","21","19","18","33","27","18","22","1283","283","1500000US490351002001","Block Group 1, Census Tract 1002, Salt Lake County, Utah"
"2219","1094","126","134","123","108","483","432","16","24","773","1004","0","12","698","234","1500000US490351003061","Block Group 1, Census Tract 1003.06, Salt Lake County, Utah"
"1934","546","121","108","111","88","217","199","141","195","325","275","0","12","1019","475","1500000US490351003062","Block Group 2, Census Tract 1003.06, Salt Lake County, Utah"
"1878","709","50","70","258","229","313","382","2","5","279","358","363","513","613","259","1500000US490351003063","Block Group 3, Census Tract 1003.06, Salt Lake County, Utah"
"1592","485","0","12","186","241","21","30","20","23","197","161","16","26","1152","439","1500000US490351003071","Block Group 1, Census Tract 1003.07, Salt Lake County, Utah"
"2019","524","375","356","333","263","126","190","0","12","374","244","95","83","716","342","1500000US490351003072","Block Group 2, Census Tract 1003.07, Salt Lake County, Utah"
"1282","433","34","54","138","240","51","77","0","12","28","47","84","132","947","361","1500000US490351003073","Block Group 3, Census Tract 1003.07, Salt Lake County, Utah"
"2662","644","305","273","267","199","178","185","622","606","66","181","255","293","969","477","1500000US490351003081","Block Group 1, Census Tract 1003.08, Salt Lake County, Utah"
"1381","429","143","184","201","194","0","12","17","46","166","172","252","273","602","249","1500000US490351003082","Block Group 2, Census Tract 1003.08, Salt Lake County, Utah"
"1789","789","59","64","239","373","96","195","391","459","133","174","15","23","856","599","1500000US490351005001","Block Group 1, Census Tract 1005, Salt Lake County, Utah"
"1360","610","146","154","314","374","13","20","0","12","46","55","28","34","813","616","1500000US490351005002","Block Group 2, Census Tract 1005, Salt Lake County, Utah"
"773","393","117","191","76","76","16","25","36","39","17","27","102","114","409","178","1500000US490351005003","Block Group 3, Census Tract 1005, Salt Lake County, Utah"
"1293","629","52","81","149","132","283","435","0","12","109","177","53","85","647","400","1500000US490351005004","Block Group 4, Census Tract 1005, Salt Lake County, Utah"
"1360","577","60","94","132","116","149","117","74","117","0","12","0","12","945","564","1500000US490351005005","Block Group 5, Census Tract 1005, Salt Lake County, Utah"
"1330","445","180","143","286","277","22","36","201","236","114","146","0","12","527","198","1500000US490351006001","Block Group 1, Census Tract 1006, Salt Lake County, Utah"
"1748","1182","600","870","42","71","22","37","0","12","160","155","23","41","901","809","1500000US490351006002","Block Group 2, Census Tract 1006, Salt Lake County, Utah"
"1404","657","69","130","0","12","372","444","0","12","23","54","0","12","940","425","1500000US490351006003","Block Group 3, Census Tract 1006, Salt Lake County, Utah"
"1483","403","445","305","142","127","107","117","37","44","39","38","0","12","713","332","1500000US490351006004","Block Group 4, Census Tract 1006, Salt Lake County, Utah"
"881","588","111","93","136","212","252","282","0","12","1","18","0","12","381","242","1500000US490351006005","Block Group 5, Census Tract 1006, Salt Lake County, Utah"
"1452","355","55","55","66","67","13","16","67","105","136","133","10","15","1105","268","1500000US490351007001","Block Group 1, Census Tract 1007, Salt Lake County, Utah"
"836","205","0","12","121","73","9","16","0","12","138","135","0","12","568","142","1500000US490351007002","Block Group 2, Census Tract 1007, Salt Lake County, Utah"
"804","228","92","107","63","61","37","32","49","54","82","108","28","33","453","212","1500000US490351007003","Block Group 3, Census Tract 1007, Salt Lake County, Utah"
"638","140","57","54","19","19","8","13","49","57","8","12","31","48","466","110","1500000US490351008001","Block Group 1, Census Tract 1008, Salt Lake County, Utah"
"689","149","8","13","12","19","10","15","9","15","106","91","8","12","536","174","1500000US490351008002","Block Group 2, Census Tract 1008, Salt Lake County, Utah"
"1129","314","163","130","243","229","48","45","61","58","71","68","26","20","517","192","1500000US490351008003","Block Group 3, Census Tract 1008, Salt Lake County, Utah"
"1111","239","46","45","75","65","19","21","49","35","31","29","9","14","882","207","1500000US490351010001","Block Group 1, Census Tract 1010, Salt Lake County, Utah"
