"B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M","GEO_ID","NAME"
"1299","290","968","256","821","239","13","21","0","12","0","12","47","68","0","12","87","101","0","12","87","101","331","165","278","155","0","12","0","12","0","12","0","12","35","43","18","30","18","30","0","12","1500000US490572007003","Block Group 3, Census Tract 2007, Weber County, Utah"
"1823","473","1421","398","1298","392","0","12","56","62","21","41","10","16","2","4","34","42","26","39","8","13","402","256","190","212","0","12","0","12","0","12","0","12","163","168","49","52","34","57","15","17","1500000US490572008001","Block Group 1, Census Tract 2008, Weber County, Utah"
"1892","573","888","254","628","170","108","155","1","3","68","79","0","12","0","12","83","75","0","12","83","75","1004","560","704","412","0","12","0","12","0","12","0","12","247","344","53","66","14","23","39","60","1500000US490572008002","Block Group 2, Census Tract 2008, Weber County, Utah"
"1187","375","691","231","544","189","15","23","0","12","0","12","0","12","0","12","132","165","0","12","132","165","496","308","413","271","22","37","0","12","0","12","0","12","61","68","0","12","0","12","0","12","1500000US490572008003","Block Group 3, Census Tract 2008, Weber County, Utah"
"1482","427","982","293","800","258","8","13","0","12","15","24","9","16","12","21","138","116","0","12","138","116","500","316","327","233","0","12","0","12","0","12","4","10","0","12","169","211","18","21","151","212","1500000US490572009001","Block Group 1, Census Tract 2009, Weber County, Utah"
"1581","381","1000","266","753","196","82","93","56","75","37","38","0","12","0","12","72","74","0","12","72","74","581","308","335","269","0","12","0","12","0","12","0","12","103","116","143","203","127","203","16","24","1500000US490572009002","Block Group 2, Census Tract 2009, Weber County, Utah"
"867","364","547","179","475","181","22","20","0","12","28","37","22","31","0","12","0","12","0","12","0","12","320","311","247","312","0","12","0","12","0","12","0","12","31","36","42","53","42","53","0","12","1500000US490572009003","Block Group 3, Census Tract 2009, Weber County, Utah"
"1126","306","976","293","789","284","125","82","62","61","0","12","0","12","0","12","0","12","0","12","0","12","150","65","145","64","0","12","0","12","0","12","0","12","5","10","0","12","0","12","0","12","1500000US490572011001","Block Group 1, Census Tract 2011, Weber County, Utah"
"1495","249","1272","205","1045","177","56","58","66","99","0","12","4","8","1","2","100","70","0","12","100","70","223","158","167","159","0","12","0","12","0","12","0","12","14","21","42","58","42","58","0","12","1500000US490572011002","Block Group 2, Census Tract 2011, Weber County, Utah"
"1320","379","454","179","260","120","139","99","17","26","22","27","0","12","9","14","7","14","0","12","7","14","866","327","570","302","0","12","45","49","0","12","0","12","190","118","61","82","0","12","61","82","1500000US490572012001","Block Group 1, Census Tract 2012, Weber County, Utah"
"1053","293","557","201","480","165","26","33","33","53","6","12","0","12","0","12","12","17","0","12","12","17","496","227","346","176","11","16","11","16","0","12","0","12","128","97","0","12","0","12","0","12","1500000US490572012002","Block Group 2, Census Tract 2012, Weber County, Utah"
"1238","323","1040","315","995","311","0","12","0","12","0","12","0","12","0","12","45","33","0","12","45","33","198","122","142","114","0","12","0","12","0","12","0","12","56","86","0","12","0","12","0","12","1500000US490572013011","Block Group 1, Census Tract 2013.01, Weber County, Utah"
"1579","532","633","209","548","170","0","12","0","12","38","49","0","12","0","12","47","53","0","12","47","53","946","511","473","298","0","12","0","12","0","12","0","12","217","224","256","393","256","393","0","12","1500000US490572013012","Block Group 2, Census Tract 2013.01, Weber County, Utah"
"1114","269","624","158","620","156","0","12","4","7","0","12","0","12","0","12","0","12","0","12","0","12","490","231","306","190","32","48","0","12","0","12","0","12","52","64","100","113","100","113","0","12","1500000US490572013021","Block Group 1, Census Tract 2013.02, Weber County, Utah"
"1123","326","474","175","473","175","0","12","1","2","0","12","0","12","0","12","0","12","0","12","0","12","649","305","528","288","0","12","0","12","0","12","0","12","91","126","30","55","0","12","30","55","1500000US490572013022","Block Group 2, Census Tract 2013.02, Weber County, Utah"
"714","224","525","185","419","150","12","21","0","12","18","30","0","12","0","12","76","58","0","12","76","58","189","101","137","95","7","12","13","17","0","12","0","12","17","17","15","18","4","7","11","18","1500000US490572013023","Block Group 3, Census Tract 2013.02, Weber County, Utah"
"860","176","836","179","775","176","0","12","18","28","39","43","0","12","0","12","4","7","0","12","4","7","24","32","7","11","0","12","0","12","0","12","0","12","0","12","17","28","17","28","0","12","1500000US490572014001","Block Group 1, Census Tract 2014, Weber County, Utah"
"979","288","922","266","915","269","0","12","0","12","7","13","0","12","0","12","0","12","0","12","0","12","57","61","57","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572014002","Block Group 2, Census Tract 2014, Weber County, Utah"
"1429","367","1342","372","1170","338","0","12","0","12","89","132","3","5","0","12","80","98","0","12","80","98","87","72","35","32","0","12","0","12","0","12","21","33","31","45","0","12","0","12","0","12","1500000US490572014003","Block Group 3, Census Tract 2014, Weber County, Utah"
"1176","233","1166","231","1056","231","108","131","0","12","0","12","0","12","2","3","0","12","0","12","0","12","10","15","0","12","0","12","0","12","0","12","0","12","10","15","0","12","0","12","0","12","1500000US490572015001","Block Group 1, Census Tract 2015, Weber County, Utah"
"1817","515","1751","519","1751","519","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","66","57","66","57","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572015002","Block Group 2, Census Tract 2015, Weber County, Utah"
"673","243","516","193","497","193","0","12","0","12","6","7","0","12","0","12","13","23","0","12","13","23","157","168","157","168","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572015003","Block Group 3, Census Tract 2015, Weber County, Utah"
"572","179","572","179","572","179","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572015004","Block Group 4, Census Tract 2015, Weber County, Utah"
"1127","548","902","469","874","464","0","12","0","12","0","12","0","12","0","12","28","37","0","12","28","37","225","194","80","113","0","12","0","12","0","12","0","12","23","42","122","154","122","154","0","12","1500000US490572016001","Block Group 1, Census Tract 2016, Weber County, Utah"
"575","170","461","158","350","119","35","53","0","12","1","2","0","12","0","12","75","83","0","12","75","83","114","95","79","87","0","12","10","17","0","12","0","12","25","33","0","12","0","12","0","12","1500000US490572016002","Block Group 2, Census Tract 2016, Weber County, Utah"
"2001","465","1490","402","1367","367","42","41","27","42","0","12","0","12","0","12","54","73","0","12","54","73","511","304","336","296","35","55","0","12","0","12","0","12","65","86","75","105","75","105","0","12","1500000US490572016003","Block Group 3, Census Tract 2016, Weber County, Utah"
"666","288","515","176","481","175","13","22","0","12","8","14","0","12","0","12","13","20","0","12","13","20","151","276","0","12","0","12","0","12","0","12","0","12","151","276","0","12","0","12","0","12","1500000US490572016004","Block Group 4, Census Tract 2016, Weber County, Utah"
"2126","419","1162","257","905","207","155","160","0","12","23","29","38","60","0","12","41","45","0","12","41","45","964","366","423","260","12","21","0","12","0","12","0","12","430","222","99","149","13","21","86","147","1500000US490572017001","Block Group 1, Census Tract 2017, Weber County, Utah"
"1284","437","891","440","660","374","0","12","0","12","3","7","0","12","0","12","228","193","38","39","190","157","393","202","184","141","0","12","4","10","0","12","0","12","187","152","18","33","18","33","0","12","1500000US490572017002","Block Group 2, Census Tract 2017, Weber County, Utah"
"939","266","240","97","227","90","0","12","13","20","0","12","0","12","0","12","0","12","0","12","0","12","699","263","651","262","0","12","0","12","0","12","0","12","48","47","0","12","0","12","0","12","1500000US490572018001","Block Group 1, Census Tract 2018, Weber County, Utah"
"1377","407","659","212","625","204","15","24","0","12","0","12","19","32","0","12","0","12","0","12","0","12","718","358","447","253","16","24","0","12","0","12","0","12","255","259","0","12","0","12","0","12","1500000US490572018002","Block Group 2, Census Tract 2018, Weber County, Utah"
"1598","397","663","150","625","133","6","11","11","17","10","16","5","8","0","12","6","11","0","12","6","11","935","367","521","146","0","12","47","72","0","12","12","19","355","354","0","12","0","12","0","12","1500000US490572019001","Block Group 1, Census Tract 2019, Weber County, Utah"
"1768","382","1488","363","1345","382","0","12","0","12","64","69","0","12","0","12","79","73","24","40","55","59","280","186","228","189","0","12","0","12","0","12","0","12","52","62","0","12","0","12","0","12","1500000US490572020001","Block Group 1, Census Tract 2020, Weber County, Utah"
"2008","466","1909","423","1634","345","0","12","0","12","147","132","24","45","0","12","104","139","0","12","104","139","99","96","41","45","0","12","0","12","0","12","0","12","0","12","58","84","58","84","0","12","1500000US490572020002","Block Group 2, Census Tract 2020, Weber County, Utah"
"629","239","560","207","545","209","0","12","0","12","0","12","0","12","0","12","15","29","0","12","15","29","69","101","0","12","0","12","0","12","0","12","0","12","7","14","62","105","62","105","0","12","1500000US490572020003","Block Group 3, Census Tract 2020, Weber County, Utah"
"686","285","476","222","372","175","0","12","0","12","60","54","0","12","0","12","44","55","0","12","44","55","210","226","78","126","0","12","0","12","0","12","41","65","91","139","0","12","0","12","0","12","1500000US490572020004","Block Group 4, Census Tract 2020, Weber County, Utah"
"1153","480","1122","484","1117","483","5","10","0","12","0","12","0","12","0","12","0","12","0","12","0","12","31","45","26","44","0","12","0","12","0","12","0","12","0","12","5","9","5","9","0","12","1500000US490572101011","Block Group 1, Census Tract 2101.01, Weber County, Utah"
"1045","213","1026","213","1021","213","0","12","0","12","5","8","0","12","0","12","0","12","0","12","0","12","19","23","19","23","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572101012","Block Group 2, Census Tract 2101.01, Weber County, Utah"
"1106","366","1078","364","1064","364","14","22","0","12","0","12","0","12","0","12","0","12","0","12","0","12","28","52","0","12","0","12","0","12","0","12","0","12","28","52","0","12","0","12","0","12","1500000US490572101013","Block Group 3, Census Tract 2101.01, Weber County, Utah"
"2619","759","2575","752","2571","753","0","12","0","12","4","8","0","12","0","12","0","12","0","12","0","12","44","49","40","51","0","12","0","12","0","12","0","12","0","12","4","10","4","10","0","12","1500000US490572101021","Block Group 1, Census Tract 2101.02, Weber County, Utah"
"2137","609","1995","575","1887","567","52","77","0","12","41","71","0","12","0","12","15","23","0","12","15","23","142","172","142","172","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572101022","Block Group 2, Census Tract 2101.02, Weber County, Utah"
"2153","629","2095","630","2079","627","0","12","0","12","0","12","0","12","0","12","16","30","0","12","16","30","58","56","30","36","0","12","0","12","0","12","0","12","28","42","0","12","0","12","0","12","1500000US490572102011","Block Group 1, Census Tract 2102.01, Weber County, Utah"
"905","240","873","225","873","225","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","32","51","32","51","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572102012","Block Group 2, Census Tract 2102.01, Weber County, Utah"
"979","304","923","304","851","307","0","12","0","12","6","10","0","12","0","12","66","72","0","12","66","72","56","63","49","53","0","12","0","12","0","12","0","12","7","13","0","12","0","12","0","12","1500000US490572102013","Block Group 3, Census Tract 2102.01, Weber County, Utah"
"1664","396","1596","395","1536","392","25","31","0","12","7","10","0","12","0","12","28","25","0","12","28","25","68","57","32","49","0","12","0","12","0","12","0","12","10","15","26","22","20","20","6","10","1500000US490572102031","Block Group 1, Census Tract 2102.03, Weber County, Utah"
"1531","504","1429","495","1404","488","0","12","0","12","0","12","3","7","0","12","22","34","0","12","22","34","102","102","20","29","0","12","0","12","0","12","0","12","72","92","10","16","10","16","0","12","1500000US490572102032","Block Group 2, Census Tract 2102.03, Weber County, Utah"
