"B25044_001E","B25044_001M","B25044_002E","B25044_002M","B25044_003E","B25044_003M","B25044_004E","B25044_004M","B25044_005E","B25044_005M","B25044_006E","B25044_006M","B25044_007E","B25044_007M","B25044_008E","B25044_008M","B25044_009E","B25044_009M","B25044_010E","B25044_010M","B25044_011E","B25044_011M","B25044_012E","B25044_012M","B25044_013E","B25044_013M","B25044_014E","B25044_014M","B25044_015E","B25044_015M","GEO_ID","NAME"
"606","161","131","136","0","12","12","19","42","36","9","15","0","12","68","120","475","118","122","88","224","85","129","85","0","12","0","12","0","12","1500000US490572013012","Block Group 2, Census Tract 2013.01, Weber County, Utah"
"375","77","273","78","0","12","78","39","120","65","57","43","18","20","0","12","102","53","22","26","60","44","20","31","0","12","0","12","0","12","1500000US490572013021","Block Group 1, Census Tract 2013.02, Weber County, Utah"
"342","98","151","82","0","12","67","57","39","48","45","41","0","12","0","12","191","79","21","24","31","27","102","58","13","22","24","35","0","12","1500000US490572013022","Block Group 2, Census Tract 2013.02, Weber County, Utah"
"283","76","179","61","9","14","50","35","87","53","17","16","16","15","0","12","104","52","50","44","44","31","6","10","4","7","0","12","0","12","1500000US490572013023","Block Group 3, Census Tract 2013.02, Weber County, Utah"
"379","79","321","76","7","11","71","41","152","73","54","35","37","34","0","12","58","36","0","12","13","18","45","41","0","12","0","12","0","12","1500000US490572014001","Block Group 1, Census Tract 2014, Weber County, Utah"
"327","78","312","79","0","12","54","35","141","65","81","60","28","24","8","12","15","17","0","12","15","17","0","12","0","12","0","12","0","12","1500000US490572014002","Block Group 2, Census Tract 2014, Weber County, Utah"
"594","161","498","135","0","12","138","77","231","108","92","56","37","34","0","12","96","108","0","12","0","12","89","107","7","11","0","12","0","12","1500000US490572014003","Block Group 3, Census Tract 2014, Weber County, Utah"
"509","90","226","53","10","16","41","31","91","47","46","33","38","28","0","12","283","80","105","65","112","53","32","40","0","12","24","38","10","16","1500000US490572015001","Block Group 1, Census Tract 2015, Weber County, Utah"
"654","157","446","152","9","15","127","59","249","150","48","35","10","15","3","7","208","100","78","65","4","7","84","64","0","12","42","45","0","12","1500000US490572015002","Block Group 2, Census Tract 2015, Weber County, Utah"
"190","66","178","66","8","13","33","27","51","47","67","48","19","20","0","12","12","17","0","12","0","12","12","17","0","12","0","12","0","12","1500000US490572015003","Block Group 3, Census Tract 2015, Weber County, Utah"
"206","69","206","69","10","18","35","29","52","60","84","44","19","22","6","11","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572015004","Block Group 4, Census Tract 2015, Weber County, Utah"
"414","183","319","183","3","5","73","56","139","157","49","48","55","64","0","12","95","75","0","12","80","72","15","19","0","12","0","12","0","12","1500000US490572016001","Block Group 1, Census Tract 2016, Weber County, Utah"
"313","78","101","52","0","12","23","19","62","49","6","10","10","18","0","12","212","76","15","19","142","66","55","51","0","12","0","12","0","12","1500000US490572016002","Block Group 2, Census Tract 2016, Weber County, Utah"
"537","106","335","99","0","12","114","53","115","71","82","59","24","37","0","12","202","64","13","16","59","57","60","50","47","46","23","34","0","12","1500000US490572016003","Block Group 3, Census Tract 2016, Weber County, Utah"
"212","68","177","57","0","12","33","26","69","40","69","45","6","9","0","12","35","38","6","11","0","12","10","17","19","32","0","12","0","12","1500000US490572016004","Block Group 4, Census Tract 2016, Weber County, Utah"
"698","163","346","159","12","21","54","40","72","55","157","141","24","24","27","36","352","82","55","46","134","68","134","60","29","26","0","12","0","12","1500000US490572017001","Block Group 1, Census Tract 2017, Weber County, Utah"
"601","363","428","354","13","20","318","350","50","32","41","35","6","11","0","12","173","67","7","10","86","57","60","39","0","12","20","22","0","12","1500000US490572017002","Block Group 2, Census Tract 2017, Weber County, Utah"
"322","80","135","57","7","10","30","22","49","34","30","27","19","30","0","12","187","68","12","12","126","64","38","35","0","12","11","17","0","12","1500000US490572018001","Block Group 1, Census Tract 2018, Weber County, Utah"
"516","172","298","160","8","12","73","46","121","125","69","75","10","11","17","28","218","79","35","34","96","61","66","57","21","24","0","12","0","12","1500000US490572018002","Block Group 2, Census Tract 2018, Weber County, Utah"
"420","111","272","112","49","75","37","24","87","51","38","20","6","9","55","59","148","45","0","12","64","39","30","21","32","17","9","16","13","18","1500000US490572019001","Block Group 1, Census Tract 2019, Weber County, Utah"
"740","200","465","188","0","12","39","38","293","184","133","77","0","12","0","12","275","124","39","35","68","70","132","94","15","25","21","33","0","12","1500000US490572020001","Block Group 1, Census Tract 2020, Weber County, Utah"
"661","97","651","100","19","31","15","24","308","85","227","108","82","58","0","12","10","18","0","12","0","12","10","18","0","12","0","12","0","12","1500000US490572020002","Block Group 2, Census Tract 2020, Weber County, Utah"
"254","69","254","69","0","12","37","45","101","42","27","34","50","48","39","45","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572020003","Block Group 3, Census Tract 2020, Weber County, Utah"
"234","88","10","18","0","12","0","12","0","12","10","18","0","12","0","12","224","87","27","33","62","44","59","69","67","66","0","12","9","15","1500000US490572020004","Block Group 4, Census Tract 2020, Weber County, Utah"
"322","89","322","89","0","12","35","39","164","61","47","34","20","22","56","61","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572101011","Block Group 1, Census Tract 2101.01, Weber County, Utah"
"398","87","363","77","5","7","35","23","97","40","117","62","86","50","23","22","35","38","0","12","5","6","4","5","2","3","24","37","0","12","1500000US490572101012","Block Group 2, Census Tract 2101.01, Weber County, Utah"
"424","116","424","116","0","12","85","66","269","102","36","30","34","27","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572101013","Block Group 3, Census Tract 2101.01, Weber County, Utah"
"905","255","840","255","0","12","96","87","303","218","210","103","154","105","77","60","65","62","0","12","16","25","16","26","33","51","0","12","0","12","1500000US490572101021","Block Group 1, Census Tract 2101.02, Weber County, Utah"
"692","165","623","168","0","12","98","107","222","85","197","134","68","57","38","45","69","83","0","12","52","77","17","26","0","12","0","12","0","12","1500000US490572101022","Block Group 2, Census Tract 2101.02, Weber County, Utah"
"633","129","612","129","11","18","20","17","202","72","267","82","38","25","74","96","21","19","0","12","21","19","0","12","0","12","0","12","0","12","1500000US490572102011","Block Group 1, Census Tract 2102.01, Weber County, Utah"
"249","62","213","55","0","12","35","30","48","32","115","48","0","12","15","18","36","45","0","12","0","12","36","45","0","12","0","12","0","12","1500000US490572102012","Block Group 2, Census Tract 2102.01, Weber County, Utah"
"316","83","257","70","0","12","22","26","136","59","42","23","44","31","13","16","59","42","0","12","0","12","59","42","0","12","0","12","0","12","1500000US490572102013","Block Group 3, Census Tract 2102.01, Weber County, Utah"
"469","85","449","83","6","8","42","28","192","52","118","39","77","65","14","14","20","16","0","12","0","12","0","12","16","15","4","6","0","12","1500000US490572102031","Block Group 1, Census Tract 2102.03, Weber County, Utah"
"532","187","452","177","10","13","53","34","292","177","51","25","44","27","2","3","80","40","4","5","13","12","63","40","0","12","0","12","0","12","1500000US490572102032","Block Group 2, Census Tract 2102.03, Weber County, Utah"
"663","96","521","88","9","14","117","55","169","64","168","57","48","29","10","15","142","56","8","12","49","49","71","43","0","12","14","21","0","12","1500000US490572102041","Block Group 1, Census Tract 2102.04, Weber County, Utah"
"660","141","534","139","0","12","67","40","235","79","200","133","32","27","0","12","126","55","0","12","28","41","72","46","0","12","0","12","26","39","1500000US490572102042","Block Group 2, Census Tract 2102.04, Weber County, Utah"
"809","162","769","164","11","19","40","33","185","77","329","121","131","104","73","61","40","46","0","12","0","12","37","45","3","11","0","12","0","12","1500000US490572103031","Block Group 1, Census Tract 2103.03, Weber County, Utah"
"366","88","366","88","0","12","0","12","177","84","139","71","46","43","4","9","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572103032","Block Group 2, Census Tract 2103.03, Weber County, Utah"
"445","111","445","111","0","12","0","12","185","68","190","84","55","53","15","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572103033","Block Group 3, Census Tract 2103.03, Weber County, Utah"
"423","80","417","80","0","12","19","23","113","60","114","61","96","100","75","54","6","10","0","12","6","10","0","12","0","12","0","12","0","12","1500000US490572103034","Block Group 4, Census Tract 2103.03, Weber County, Utah"
"422","91","323","71","0","12","96","43","151","62","71","39","5","9","0","12","99","64","0","12","34","42","50","48","15","17","0","12","0","12","1500000US490572103041","Block Group 1, Census Tract 2103.04, Weber County, Utah"
"320","107","98","73","0","12","46","58","52","47","0","12","0","12","0","12","222","93","0","12","123","72","99","66","0","12","0","12","0","12","1500000US490572103042","Block Group 2, Census Tract 2103.04, Weber County, Utah"
"861","137","819","146","0","12","31","25","319","111","289","121","125","58","55","55","42","51","0","12","0","12","33","48","9","16","0","12","0","12","1500000US490572103043","Block Group 3, Census Tract 2103.04, Weber County, Utah"
"585","122","494","122","0","12","178","104","204","95","73","58","27","35","12","20","91","67","0","12","32","53","14","25","45","52","0","12","0","12","1500000US490572103051","Block Group 1, Census Tract 2103.05, Weber County, Utah"
"580","127","455","114","31","31","101","81","196","74","127","73","0","12","0","12","125","78","28","33","58","55","39","37","0","12","0","12","0","12","1500000US490572103052","Block Group 2, Census Tract 2103.05, Weber County, Utah"
"350","125","350","125","19","29","166","117","65","79","79","51","21","32","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572103053","Block Group 3, Census Tract 2103.05, Weber County, Utah"
"528","130","517","127","0","12","111","100","138","73","194","96","30","30","44","46","11","23","0","12","0","12","0","12","11","23","0","12","0","12","1500000US490572103061","Block Group 1, Census Tract 2103.06, Weber County, Utah"
"1088","253","817","233","22","32","155","81","270","147","160","93","196","217","14","21","271","173","14","22","99","88","45","40","105","149","0","12","8","27","1500000US490572103062","Block Group 2, Census Tract 2103.06, Weber County, Utah"
"311","44","239","44","4","5","13","10","89","36","77","31","40","24","16","14","72","34","0","12","0","12","30","21","37","25","5","7","0","12","1500000US490572104041","Block Group 1, Census Tract 2104.04, Weber County, Utah"
"359","47","344","49","5","7","26","13","122","36","112","38","54","28","25","15","15","12","0","12","3","4","3","6","9","9","0","12","0","12","1500000US490572104042","Block Group 2, Census Tract 2104.04, Weber County, Utah"
"324","69","211","38","3","5","47","26","92","29","35","21","17","14","17","10","113","58","0","12","30","19","68","60","8","14","4","6","3","5","1500000US490572104051","Block Group 1, Census Tract 2104.05, Weber County, Utah"
"548","87","529","89","22","23","66","34","219","94","124","44","45","31","53","43","19","18","0","12","0","12","7","10","12","15","0","12","0","12","1500000US490572104052","Block Group 2, Census Tract 2104.05, Weber County, Utah"
"487","93","439","88","19","28","0","12","150","66","168","69","77","54","25","24","48","43","0","12","37","41","0","12","11","16","0","12","0","12","1500000US490572104061","Block Group 1, Census Tract 2104.06, Weber County, Utah"
"970","170","918","177","10","15","55","56","293","103","425","174","99","58","36","36","52","49","0","12","0","12","52","49","0","12","0","12","0","12","1500000US490572104062","Block Group 2, Census Tract 2104.06, Weber County, Utah"
"389","151","389","151","0","12","15","24","177","129","110","91","67","83","20","24","0","12","0","12","0","12","0","12","0","12","0","12","0","12","1500000US490572104071","Block Group 1, Census Tract 2104.07, Weber County, Utah"
"849","180","804","185","0","12","206","102","216","98","190","146","139","109","53","39","45","44","19","30","11","20","15","25","0","12","0","12","0","12","1500000US490572104072","Block Group 2, Census Tract 2104.07, Weber County, Utah"
